timestamp,speed,rpm,coolant_temp,battery_voltage,brake_pressure
2026-09-06 10:23:06,107,2450,89.7,13.87,29.3
2026-09-06 10:23:07,84,3229,78.4,14.36,77.7
2026-09-06 10:23:08,79,2433,78.2,14.25,67.6
2026-09-06 10:23:09,7,2466,75.5,13.36,70.6
2026-09-06 10:23:10,41,2793,84.0,13.86,49.0
2026-09-06 10:23:11,7,2504,91.7,13.39,12.0
2026-09-06 10:23:12,40,1426,81.9,14.01,52.1
2026-09-06 10:23:13,26,2879,93.7,14.21,5.9
2026-09-06 10:23:14,60,1484,78.9,13.49,80.4
2026-09-06 10:23:15,37,3296,78.3,13.91,12.0
2026-09-06 10:23:16,8,2633,85.9,14.34,49.8
2026-09-06 10:23:17,58,2499,94.7,13.78,24.1
2026-09-06 10:23:18,61,1371,88.9,13.38,10.7
2026-09-06 10:23:19,13,3394,76.3,13.91,36.0
2026-09-06 10:23:20,44,1258,89.8,13.6,66.5
2026-09-06 10:23:21,29,2117,89.0,13.84,81.5
2026-09-06 10:23:22,34,3304,79.5,13.62,42.9
2026-09-06 10:23:23,109,3420,80.9,14.21,17.0
2026-09-06 10:23:24,24,3221,76.6,14.0,11.7
2026-09-06 10:23:25,79,2470,75.8,13.78,74.0
2026-09-06 10:23:26,16,3489,82.3,13.63,55.5
2026-09-06 10:23:27,54,1029,85.4,13.35,74.8
2026-09-06 10:23:28,114,2216,85.5,13.34,60.6
2026-09-06 10:23:29,93,1389,76.4,13.6,99.0
2026-09-06 10:23:30,19,1046,85.6,14.24,47.0
2026-09-06 10:23:31,119,1341,90.7,13.69,63.7
2026-09-06 10:23:32,37,3069,86.2,13.93,8.1
2026-09-06 10:23:33,89,3154,76.9,13.48,42.9
2026-09-06 10:23:34,101,3273,88.5,13.92,29.4
2026-09-06 10:23:35,101,1188,82.0,13.95,18.7
2026-09-06 10:23:36,22,2620,90.5,13.65,29.4
2026-09-06 10:23:37,12,1596,75.3,13.56,62.6
2026-09-06 10:23:38,107,1758,87.9,13.6,65.7
2026-09-06 10:23:39,107,2799,78.3,14.29,60.1
2026-09-06 10:23:40,87,1165,92.8,13.34,77.0
2026-09-06 10:23:41,39,3471,81.7,13.55,67.4
2026-09-06 10:23:42,69,984,89.2,13.79,48.5
2026-09-06 10:23:43,116,2798,76.2,13.55,27.6
2026-09-06 10:23:44,81,2903,93.3,13.54,42.1
2026-09-06 10:23:45,95,905,79.8,13.73,56.7
2026-09-06 10:23:46,101,1215,92.6,14.38,6.0
2026-09-06 10:23:47,112,1361,90.4,14.33,50.2
2026-09-06 10:23:48,61,3235,94.8,14.25,81.2
2026-09-06 10:23:49,29,1894,93.4,13.47,66.0
2026-09-06 10:23:50,75,1783,94.9,13.46,5.6
2026-09-06 10:23:51,29,1637,85.8,14.15,77.8
2026-09-06 10:23:52,30,1662,94.9,14.37,18.3
2026-09-06 10:23:53,10,1252,81.7,14.25,50.2
2026-09-06 10:23:54,61,2260,94.6,13.38,19.4
2026-09-06 10:23:55,37,1470,86.3,14.05,83.1
2026-09-06 10:23:56,47,1473,80.3,14.05,91.2
2026-09-06 10:23:57,77,1717,76.4,13.88,84.8
2026-09-06 10:23:58,90,2695,81.8,14.08,8.6
2026-09-06 10:23:59,32,2838,90.3,14.1,9.6
2026-09-06 10:24:00,44,3239,76.3,13.65,35.1
2026-09-06 10:24:01,67,2576,90.0,14.06,50.7
2026-09-06 10:24:02,68,2711,86.4,13.37,32.3
2026-09-06 10:24:03,83,3355,75.0,13.9,20.3
2026-09-06 10:24:04,63,1858,76.1,13.31,6.6
2026-09-06 10:24:05,12,3105,84.2,13.45,63.7
2026-09-06 10:24:06,8,2084,80.5,13.57,87.0
2026-09-06 10:24:07,102,2207,81.2,13.22,40.8
2026-09-06 10:24:08,108,1270,88.0,13.24,62.9
2026-09-06 10:24:09,71,2062,85.4,13.69,56.8
2026-09-06 10:24:10,12,2558,91.5,13.48,32.6
2026-09-06 10:24:11,59,2889,78.5,14.27,27.5
2026-09-06 10:24:12,43,2404,90.2,13.58,34.4
2026-09-06 10:24:13,28,1818,84.0,14.14,3.3
2026-09-06 10:24:14,20,1007,87.6,13.97,23.5
2026-09-06 10:24:15,70,3297,92.1,14.32,87.8
2026-09-06 10:24:16,6,1136,92.0,13.74,26.1
2026-09-06 10:24:17,25,970,82.3,13.74,65.2
2026-09-06 10:24:18,3,3080,75.8,14.05,12.1
2026-09-06 10:24:19,64,1192,83.3,13.57,31.5
2026-09-06 10:24:20,48,3434,89.1,13.6,21.7
2026-09-06 10:24:21,64,2951,86.2,14.17,90.8
2026-09-06 10:24:22,78,1082,76.6,13.65,48.4
2026-09-06 10:24:23,66,1600,76.5,13.93,45.3
2026-09-06 10:24:24,63,3447,81.5,14.03,8.8
2026-09-06 10:24:25,113,865,79.2,14.17,68.7
2026-09-06 10:24:26,68,2025,80.6,14.13,37.8
2026-09-06 10:24:27,62,975,79.9,14.32,10.2
2026-09-06 10:24:28,21,2460,87.6,13.77,87.0
2026-09-06 10:24:29,63,806,79.7,14.19,48.8
2026-09-06 10:24:30,8,1362,91.9,13.63,88.5
2026-09-06 10:24:31,104,1467,83.9,13.39,45.1
2026-09-06 10:24:32,14,1893,75.9,14.27,20.9
2026-09-06 10:24:33,98,1910,86.8,13.33,4.8
2026-09-06 10:24:34,94,2619,89.5,13.65,54.3
2026-09-06 10:24:35,11,1982,78.1,13.68,66.3
2026-09-06 10:24:36,11,2553,90.7,13.94,25.1
2026-09-06 10:24:37,63,1110,77.5,13.93,32.2
2026-09-06 10:24:38,52,3473,91.5,13.86,10.9
2026-09-06 10:24:39,87,2096,86.5,14.12,3.5
2026-09-06 10:24:40,15,2463,80.5,14.31,10.1
2026-09-06 10:24:41,108,956,83.1,13.31,5.9
2026-09-06 10:24:42,0,1470,81.0,13.94,5.5
2026-09-06 10:24:43,91,2041,91.8,13.85,80.6
2026-09-06 10:24:44,90,3093,77.9,13.64,20.5
2026-09-06 10:24:45,28,2636,88.9,13.49,65.5
2026-09-06 10:24:46,64,1422,84.0,14.34,71.7
2026-09-06 10:24:47,40,2328,84.3,14.13,53.3
2026-09-06 10:24:48,85,3093,85.8,13.48,83.4
2026-09-06 10:24:49,17,1929,87.6,13.83,7.0
2026-09-06 10:24:50,86,2893,84.5,14.23,6.8
2026-09-06 10:24:51,16,1602,77.5,14.37,11.7
2026-09-06 10:24:52,97,3344,85.6,14.01,66.7
2026-09-06 10:24:53,38,1610,78.5,14.1,40.9
2026-09-06 10:24:54,87,1522,77.8,13.78,7.9
2026-09-06 10:24:55,110,2364,80.7,13.44,54.9
2026-09-06 10:24:56,107,1987,80.7,13.64,13.9
2026-09-06 10:24:57,30,3464,87.4,14.2,78.3
2026-09-06 10:24:58,43,1819,86.2,13.22,51.2
2026-09-06 10:24:59,104,989,76.5,13.65,85.4
2026-09-06 10:25:00,104,1654,84.4,13.59,72.0
2026-09-06 10:25:01,105,2922,84.3,14.03,90.0
2026-09-06 10:25:02,32,1588,83.9,14.19,16.0
2026-09-06 10:25:03,108,1776,75.4,14.25,12.3
2026-09-06 10:25:04,16,1705,86.6,13.49,36.9
2026-09-06 10:25:05,1,2326,82.2,14.08,6.1
2026-09-06 10:25:06,84,1998,81.8,13.57,36.5
2026-09-06 10:25:07,0,1400,90.7,14.07,93.0
2026-09-06 10:25:08,112,2568,94.9,14.19,32.5
2026-09-06 10:25:09,35,3042,91.9,13.25,18.4
2026-09-06 10:25:10,28,1153,86.2,14.33,2.0
2026-09-06 10:25:11,86,3373,85.0,13.8,80.6
2026-09-06 10:25:12,111,1328,89.7,13.83,39.5
2026-09-06 10:25:13,107,1818,82.6,13.72,97.2
2026-09-06 10:25:14,65,1535,81.1,13.51,2.5
2026-09-06 10:25:15,55,1543,87.2,14.37,18.8
2026-09-06 10:25:16,76,3043,78.3,14.37,26.9
2026-09-06 10:25:17,17,1664,90.9,13.79,20.1
2026-09-06 10:25:18,101,1985,87.4,14.22,29.7
2026-09-06 10:25:19,112,934,81.0,13.21,26.7
2026-09-06 10:25:20,29,2719,86.0,13.97,34.6
2026-09-06 10:25:21,21,2292,76.7,13.33,22.6
2026-09-06 10:25:22,92,1129,81.7,13.27,62.4
2026-09-06 10:25:23,89,2979,93.3,14.25,1.8
2026-09-06 10:25:24,61,1575,80.1,14.16,10.2
2026-09-06 10:25:25,62,3205,82.8,14.26,35.3
2026-09-06 10:25:26,106,1776,89.3,13.31,70.5
2026-09-06 10:25:27,9,3098,80.4,14.05,48.3
2026-09-06 10:25:28,61,1803,83.3,13.52,80.8
2026-09-06 10:25:29,58,1968,77.5,13.22,72.3
2026-09-06 10:25:30,79,2791,83.2,13.21,93.6
2026-09-06 10:25:31,58,2283,78.5,14.32,42.5
2026-09-06 10:25:32,96,1150,90.8,13.41,70.7
2026-09-06 10:25:33,28,3106,88.6,14.16,87.3
2026-09-06 10:25:34,114,2382,80.5,13.2,94.0
2026-09-06 10:25:35,0,950,90.4,14.33,36.1
2026-09-06 10:25:36,56,1140,76.7,13.72,74.6
2026-09-06 10:25:37,99,2547,77.9,13.56,6.2
2026-09-06 10:25:38,28,1611,76.7,13.92,75.0
2026-09-06 10:25:39,103,1439,83.4,13.28,68.5
2026-09-06 10:25:40,116,1720,82.4,13.41,80.2
2026-09-06 10:25:41,15,1941,88.9,13.34,9.7
2026-09-06 10:25:42,81,2231,80.7,14.32,46.6
2026-09-06 10:25:43,101,2739,82.2,14.28,71.1
2026-09-06 10:25:44,52,2459,85.8,14.37,87.0
2026-09-06 10:25:45,103,1860,85.1,13.27,46.3
2026-09-06 10:25:46,15,2747,78.9,14.0,87.0
2026-09-06 10:25:47,61,1537,86.1,13.9,2.6
2026-09-06 10:25:48,94,1076,82.1,14.21,97.3
2026-09-06 10:25:49,49,3140,76.1,13.99,84.9
2026-09-06 10:25:50,25,1361,81.4,14.25,20.2
2026-09-06 10:25:51,111,869,77.6,13.98,97.2
2026-09-06 10:25:52,24,855,89.4,14.11,26.7
2026-09-06 10:25:53,112,3137,80.6,13.7,14.6
2026-09-06 10:25:54,113,1818,89.8,13.32,6.1
2026-09-06 10:25:55,64,2073,88.9,13.87,32.2
2026-09-06 10:25:56,95,1573,75.9,14.12,85.8
2026-09-06 10:25:57,10,2072,76.4,14.03,6.7
2026-09-06 10:25:58,29,1241,88.7,14.06,38.4
2026-09-06 10:25:59,67,1810,84.8,13.23,59.7
2026-09-06 10:26:00,65,2080,75.1,14.14,63.5
2026-09-06 10:26:01,100,1300,94.1,14.28,54.4
2026-09-06 10:26:02,113,1281,79.4,13.53,59.9
2026-09-06 10:26:03,37,1019,82.6,13.61,31.4
2026-09-06 10:26:04,9,2404,84.1,13.51,6.0
2026-09-06 10:26:05,83,1108,76.0,14.14,44.3
2026-09-06 10:26:06,62,906,75.9,13.23,6.6
2026-09-06 10:26:07,39,2985,94.0,13.81,96.5
2026-09-06 10:26:08,30,1709,82.1,13.45,56.8
2026-09-06 10:26:09,43,2477,84.7,13.57,82.9
2026-09-06 10:26:10,34,1759,88.8,13.81,98.9
2026-09-06 10:26:11,14,2775,85.2,14.24,98.5
2026-09-06 10:26:12,82,2435,93.1,14.14,30.0
2026-09-06 10:26:13,30,3112,93.8,13.51,98.0
2026-09-06 10:26:14,31,3337,94.7,13.72,66.1
2026-09-06 10:26:15,13,3174,87.4,14.07,59.3
2026-09-06 10:26:16,93,1679,86.9,13.58,54.9
2026-09-06 10:26:17,44,1621,76.3,13.48,69.4
2026-09-06 10:26:18,11,2474,90.2,14.27,19.9
2026-09-06 10:26:19,56,1053,77.3,14.36,30.7
2026-09-06 10:26:20,51,3124,77.4,14.15,35.7
2026-09-06 10:26:21,54,1467,91.4,13.37,85.2
2026-09-06 10:26:22,106,896,81.8,13.95,52.0
2026-09-06 10:26:23,37,3191,87.4,13.82,43.1
2026-09-06 10:26:24,97,3193,94.0,14.03,82.3
2026-09-06 10:26:25,63,3414,78.1,14.29,37.9
2026-09-06 10:26:26,28,2695,86.1,13.71,87.5
2026-09-06 10:26:27,73,953,83.0,14.22,83.3
2026-09-06 10:26:28,32,2109,92.7,14.22,70.9
2026-09-06 10:26:29,52,1947,79.9,13.4,83.3
2026-09-06 10:26:30,87,843,90.5,13.27,28.4
2026-09-06 10:26:31,20,2443,78.2,13.75,32.3
2026-09-06 10:26:32,31,2166,88.6,14.01,4.1
2026-09-06 10:26:33,59,3351,77.7,13.28,15.7
2026-09-06 10:26:34,21,3048,91.0,13.72,27.9
2026-09-06 10:26:35,59,2669,91.9,14.27,72.9
2026-09-06 10:26:36,89,3202,86.5,14.36,0.1
2026-09-06 10:26:37,65,913,79.8,13.42,90.6
2026-09-06 10:26:38,6,1890,93.6,13.68,99.9
2026-09-06 10:26:39,39,2177,90.6,14.32,49.9
2026-09-06 10:26:40,87,3016,83.1,14.34,76.4
2026-09-06 10:26:41,17,3064,79.4,13.33,85.9
2026-09-06 10:26:42,75,2464,75.9,13.32,46.6
2026-09-06 10:26:43,37,2805,78.5,13.26,74.5
2026-09-06 10:26:44,35,1681,94.2,14.35,48.2
2026-09-06 10:26:45,70,1134,78.9,14.22,59.3
2026-09-06 10:26:46,77,2721,90.5,14.31,1.5
2026-09-06 10:26:47,9,2984,86.6,14.34,54.4
2026-09-06 10:26:48,54,2300,92.2,13.41,54.9
2026-09-06 10:26:49,88,2756,89.3,13.36,32.8
2026-09-06 10:26:50,33,1801,90.0,14.19,89.0
2026-09-06 10:26:51,74,1907,85.3,14.33,59.1
2026-09-06 10:26:52,0,3001,93.6,13.34,28.1
2026-09-06 10:26:53,116,3179,80.8,13.47,93.1
2026-09-06 10:26:54,112,3298,90.3,14.36,71.8
2026-09-06 10:26:55,61,1739,88.9,13.49,0.7
2026-09-06 10:26:56,2,3146,80.1,14.23,35.4
2026-09-06 10:26:57,75,2337,75.7,14.39,75.1
2026-09-06 10:26:58,45,2024,78.3,13.72,2.2
2026-09-06 10:26:59,95,2779,88.3,14.34,7.9
2026-09-06 10:27:00,97,2852,92.4,13.59,39.6
2026-09-06 10:27:01,21,2301,88.8,14.29,26.6
2026-09-06 10:27:02,63,2360,79.3,13.89,31.3
2026-09-06 10:27:03,21,2305,94.5,14.09,40.7
2026-09-06 10:27:04,23,2339,75.2,13.59,53.3
2026-09-06 10:27:05,88,1191,86.8,13.75,11.9
2026-09-06 10:27:06,80,3294,81.5,13.75,1.5
2026-09-06 10:27:07,47,874,89.2,13.98,35.1
2026-09-06 10:27:08,111,3304,81.4,13.67,72.8
2026-09-06 10:27:09,110,1785,89.3,13.39,24.1
2026-09-06 10:27:10,43,2393,94.8,13.57,4.3
2026-09-06 10:27:11,72,2296,93.5,13.76,8.4
2026-09-06 10:27:12,3,3440,89.4,13.47,35.3
2026-09-06 10:27:13,26,2213,93.6,13.22,88.1
2026-09-06 10:27:14,17,3163,90.3,13.62,38.3
2026-09-06 10:27:15,37,1838,75.5,14.34,39.5
2026-09-06 10:27:16,39,2992,81.0,13.79,10.2
2026-09-06 10:27:17,55,3423,79.6,13.86,86.7
2026-09-06 10:27:18,48,2102,93.2,13.4,95.1
2026-09-06 10:27:19,39,2924,75.7,13.25,68.0
2026-09-06 10:27:20,1,2268,77.0,13.75,90.2
2026-09-06 10:27:21,25,3177,82.8,14.35,60.5
2026-09-06 10:27:22,48,2784,79.5,14.01,36.5
2026-09-06 10:27:23,23,1408,80.0,13.89,69.8
2026-09-06 10:27:24,115,3278,76.4,14.18,46.5
2026-09-06 10:27:25,47,966,86.8,13.37,36.1
2026-09-06 10:27:26,92,2157,90.5,13.67,15.7
2026-09-06 10:27:27,83,3368,89.6,14.31,81.1
2026-09-06 10:27:28,54,1882,86.2,13.8,42.4
2026-09-06 10:27:29,91,1747,82.5,13.27,75.3
2026-09-06 10:27:30,44,1657,92.0,13.27,70.0
2026-09-06 10:27:31,66,2647,77.3,13.91,17.5
2026-09-06 10:27:32,29,3425,85.9,14.16,33.2
2026-09-06 10:27:33,95,1886,88.3,13.33,86.9
2026-09-06 10:27:34,62,3193,90.5,13.88,60.8
2026-09-06 10:27:35,82,1654,82.1,13.44,11.4
2026-09-06 10:27:36,86,1908,83.5,14.22,25.0
2026-09-06 10:27:37,113,3478,86.6,13.42,2.7
2026-09-06 10:27:38,118,1827,93.2,14.29,12.5
2026-09-06 10:27:39,76,1199,75.2,13.32,90.0
2026-09-06 10:27:40,16,3250,87.4,14.05,76.3
2026-09-06 10:27:41,75,2321,86.4,14.39,14.5
2026-09-06 10:27:42,37,2615,87.0,13.76,7.0
2026-09-06 10:27:43,84,2560,94.6,13.3,86.4
2026-09-06 10:27:44,76,927,82.2,13.41,34.3
2026-09-06 10:27:45,14,2263,79.0,13.39,27.4
2026-09-06 10:27:46,94,3157,75.3,13.32,49.5
2026-09-06 10:27:47,78,1605,94.3,13.88,41.7
2026-09-06 10:27:48,2,2701,85.3,13.85,14.3
2026-09-06 10:27:49,31,3172,82.0,13.28,71.0
2026-09-06 10:27:50,70,2698,82.4,13.68,6.3
2026-09-06 10:27:51,61,1499,89.3,14.04,73.4
2026-09-06 10:27:52,7,2587,84.9,14.08,38.5
2026-09-06 10:27:53,29,2745,94.6,14.22,22.2
2026-09-06 10:27:54,61,3341,89.3,13.59,98.9
2026-09-06 10:27:55,101,1050,91.3,14.12,13.5
2026-09-06 10:27:56,44,1786,83.6,13.53,79.3
2026-09-06 10:27:57,84,1750,76.1,13.67,23.1
2026-09-06 10:27:58,13,1229,90.7,13.69,55.9
2026-09-06 10:27:59,66,899,93.1,13.54,80.3
2026-09-06 10:28:00,108,1132,93.0,13.8,33.9
2026-09-06 10:28:01,85,1784,77.3,13.43,27.0
2026-09-06 10:28:02,101,2244,77.9,13.47,91.0
2026-09-06 10:28:03,11,2427,81.6,13.94,26.1
2026-09-06 10:28:04,23,1709,93.2,14.18,46.5
2026-09-06 10:28:05,72,2216,92.2,13.39,56.1
2026-09-06 10:28:06,92,1660,88.4,14.35,63.8
2026-09-06 10:28:07,87,1924,78.7,14.27,79.7
2026-09-06 10:28:08,35,1150,83.1,13.53,2.5
2026-09-06 10:28:09,73,2145,94.2,13.91,54.9
2026-09-06 10:28:10,76,2995,93.1,13.38,9.1
2026-09-06 10:28:11,87,2657,77.1,13.6,53.3
2026-09-06 10:28:12,60,3348,84.8,14.34,67.2
2026-09-06 10:28:13,58,2347,89.6,13.88,84.4
2026-09-06 10:28:14,16,1590,80.3,13.28,82.2
2026-09-06 10:28:15,15,894,81.6,13.2,96.5
2026-09-06 10:28:16,57,1245,81.6,14.27,41.0
2026-09-06 10:28:17,89,2094,77.4,13.99,43.8
2026-09-06 10:28:18,17,2642,77.2,13.79,92.6
2026-09-06 10:28:19,24,3110,84.0,13.71,35.4
2026-09-06 10:28:20,31,858,81.0,13.31,39.5
2026-09-06 10:28:21,35,2154,75.6,13.71,100.0
2026-09-06 10:28:22,24,2465,77.7,14.04,29.2
2026-09-06 10:28:23,41,2388,83.2,13.34,53.8
2026-09-06 10:28:24,77,2334,79.4,13.83,8.8
2026-09-06 10:28:25,111,1049,85.5,13.97,33.3
2026-09-06 10:28:26,81,2124,94.8,14.22,74.0
2026-09-06 10:28:27,26,882,94.7,13.45,66.4
2026-09-06 10:28:28,64,2767,90.2,13.3,38.9
2026-09-06 10:28:29,37,1130,81.3,13.97,96.5
2026-09-06 10:28:30,41,2632,77.0,13.84,43.7
2026-09-06 10:28:31,12,2809,87.0,14.06,25.4
2026-09-06 10:28:32,50,1372,84.3,14.36,48.9
2026-09-06 10:28:33,20,3231,86.3,14.05,24.2
2026-09-06 10:28:34,98,1138,85.1,14.29,1.9
2026-09-06 10:28:35,98,1049,93.7,13.74,96.4
2026-09-06 10:28:36,5,3003,78.2,13.72,47.0
2026-09-06 10:28:37,115,2253,81.3,14.32,13.4
2026-09-06 10:28:38,96,1635,86.7,14.24,58.3
2026-09-06 10:28:39,117,2107,83.6,13.52,30.1
2026-09-06 10:28:40,64,2303,76.6,13.35,57.1
2026-09-06 10:28:41,7,2805,84.2,13.44,57.5
2026-09-06 10:28:42,64,3469,84.6,13.62,33.4
2026-09-06 10:28:43,72,2898,86.8,14.21,62.9
2026-09-06 10:28:44,35,3470,81.4,13.65,42.4
2026-09-06 10:28:45,71,2901,86.6,13.47,74.1
2026-09-06 10:28:46,65,1638,90.9,13.71,85.5
2026-09-06 10:28:47,70,1576,77.6,13.64,57.2
2026-09-06 10:28:48,31,1883,76.9,14.03,43.6
2026-09-06 10:28:49,108,1706,82.4,13.24,40.4
2026-09-06 10:28:50,56,1181,82.4,13.36,70.7
2026-09-06 10:28:51,11,1421,78.2,13.52,4.8
2026-09-06 10:28:52,70,1265,89.9,14.09,75.7
2026-09-06 10:28:53,70,1447,89.2,13.37,36.8
2026-09-06 10:28:54,30,2225,94.9,13.39,85.1
2026-09-06 10:28:55,118,3052,82.8,14.32,73.5
2026-09-06 10:28:56,84,1767,76.6,13.96,51.1
2026-09-06 10:28:57,74,3161,80.2,13.92,51.3
2026-09-06 10:28:58,119,1262,88.0,14.02,65.2
2026-09-06 10:28:59,60,3293,87.4,13.25,94.7
2026-09-06 10:29:00,37,1742,94.0,13.75,21.0
2026-09-06 10:29:01,97,2370,89.1,13.35,16.3
2026-09-06 10:29:02,30,910,81.5,14.02,97.6
2026-09-06 10:29:03,92,3297,86.1,14.27,9.0
2026-09-06 10:29:04,94,1451,78.5,13.38,46.6
2026-09-06 10:29:05,86,2295,91.9,14.01,35.0
2026-09-06 10:29:06,113,2623,84.1,13.82,86.8
2026-09-06 10:29:07,14,850,82.6,13.41,35.6
2026-09-06 10:29:08,40,2626,94.5,13.94,88.8
2026-09-06 10:29:09,98,2954,80.6,13.81,63.2
2026-09-06 10:29:10,60,878,76.0,13.65,65.3
2026-09-06 10:29:11,16,1879,86.1,14.18,38.4
2026-09-06 10:29:12,72,2722,82.7,14.09,12.7
2026-09-06 10:29:13,1,1317,94.1,13.73,5.4
2026-09-06 10:29:14,84,1266,76.4,14.36,63.4
2026-09-06 10:29:15,73,2998,81.4,13.66,15.5
2026-09-06 10:29:16,46,1925,91.9,13.67,60.4
2026-09-06 10:29:17,14,2036,83.7,13.92,74.9
2026-09-06 10:29:18,95,2067,84.4,13.79,36.0
2026-09-06 10:29:19,105,2284,88.0,13.88,84.3
2026-09-06 10:29:20,71,1007,86.1,14.32,30.4
2026-09-06 10:29:21,6,1759,80.2,13.26,91.6
2026-09-06 10:29:22,104,2711,76.8,13.94,2.1
2026-09-06 10:29:23,2,2920,88.8,13.66,64.5
2026-09-06 10:29:24,79,2327,84.2,13.56,55.4
2026-09-06 10:29:25,8,1182,76.4,13.91,42.9
2026-09-06 10:29:26,64,1550,85.5,14.36,3.4
2026-09-06 10:29:27,110,3102,77.7,13.35,93.5
2026-09-06 10:29:28,32,3141,90.0,13.67,50.0
2026-09-06 10:29:29,22,1563,92.9,13.51,83.3
2026-09-06 10:29:30,111,1067,84.3,14.34,73.8
2026-09-06 10:29:31,16,2190,88.2,14.16,89.1
2026-09-06 10:29:32,59,1919,84.7,14.27,97.1
2026-09-06 10:29:33,29,1855,81.9,13.35,75.1
2026-09-06 10:29:34,104,3170,89.8,13.22,16.6
2026-09-06 10:29:35,45,3261,80.9,14.01,8.2
2026-09-06 10:29:36,9,3290,90.4,13.87,11.7
2026-09-06 10:29:37,5,1497,86.8,14.01,68.6
2026-09-06 10:29:38,83,3277,88.4,14.39,32.7
2026-09-06 10:29:39,15,2643,92.9,14.11,90.0
2026-09-06 10:29:40,115,2423,89.9,13.57,67.2
2026-09-06 10:29:41,47,1021,86.5,13.23,43.2
2026-09-06 10:29:42,58,1225,88.2,14.0,74.4
2026-09-06 10:29:43,53,907,83.9,13.52,57.3
2026-09-06 10:29:44,117,3337,82.7,14.15,74.8
2026-09-06 10:29:45,40,2727,78.9,13.66,63.2
2026-09-06 10:29:46,113,2391,80.1,13.27,68.6
2026-09-06 10:29:47,100,1783,76.0,13.77,63.9
2026-09-06 10:29:48,61,1309,88.2,13.52,43.3
2026-09-06 10:29:49,10,1325,84.6,13.72,93.7
2026-09-06 10:29:50,80,2420,94.0,14.37,18.9
2026-09-06 10:29:51,68,2255,88.6,14.17,80.8
2026-09-06 10:29:52,58,1508,76.5,13.65,96.1
2026-09-06 10:29:53,68,1236,84.5,13.93,46.3
2026-09-06 10:29:54,10,2848,94.4,13.66,91.6
2026-09-06 10:29:55,49,2879,86.9,13.5,46.8
2026-09-06 10:29:56,61,3107,90.1,14.29,2.9
2026-09-06 10:29:57,93,1350,86.7,13.73,93.1
2026-09-06 10:29:58,104,1892,79.3,13.97,36.5
2026-09-06 10:29:59,89,1482,90.5,13.45,27.2
2026-09-06 10:30:00,86,2006,76.2,13.69,60.2
2026-09-06 10:30:01,11,2676,80.2,14.19,36.1
2026-09-06 10:30:02,104,2229,75.0,13.6,21.8
2026-09-06 10:30:03,114,1573,91.0,13.9,96.5
2026-09-06 10:30:04,96,832,91.8,13.89,51.6
2026-09-06 10:30:05,34,2239,85.5,13.65,42.3
2026-09-06 10:30:06,2,3108,84.8,13.78,2.2
2026-09-06 10:30:07,90,2636,83.5,13.44,1.3
2026-09-06 10:30:08,109,2120,95.0,14.26,22.2
2026-09-06 10:30:09,62,3478,77.9,13.91,53.1
2026-09-06 10:30:10,102,1623,92.6,13.42,27.8
2026-09-06 10:30:11,48,2821,94.4,13.93,99.3
2026-09-06 10:30:12,98,3406,78.0,13.57,78.9
2026-09-06 10:30:13,91,1884,82.4,13.78,17.4
2026-09-06 10:30:14,90,2117,78.0,13.71,51.9
2026-09-06 10:30:15,63,864,87.3,13.42,36.4
2026-09-06 10:30:16,87,1818,84.9,13.89,43.1
2026-09-06 10:30:17,84,3171,81.5,13.34,3.3
2026-09-06 10:30:18,2,915,81.2,13.54,73.2
2026-09-06 10:30:19,84,2696,78.5,13.99,14.7
2026-09-06 10:30:20,32,1446,86.2,14.06,79.0
2026-09-06 10:30:21,70,2216,78.6,13.34,79.1
2026-09-06 10:30:22,106,2029,84.6,13.75,48.5
2026-09-06 10:30:23,33,3060,75.5,13.81,93.5
2026-09-06 10:30:24,88,2390,85.0,14.0,13.8
2026-09-06 10:30:25,49,2095,76.6,13.98,88.7
2026-09-06 10:30:26,63,1811,93.3,14.1,77.3
2026-09-06 10:30:27,119,2779,88.3,14.25,54.3
2026-09-06 10:30:28,91,3275,77.0,14.2,1.5
2026-09-06 10:30:29,29,2078,75.9,13.28,43.9
2026-09-06 10:30:30,52,1206,80.2,13.54,16.9
2026-09-06 10:30:31,73,1766,89.9,14.26,63.3
2026-09-06 10:30:32,87,2817,91.4,14.14,4.3
2026-09-06 10:30:33,95,1084,87.5,14.12,32.6
2026-09-06 10:30:34,77,1054,94.8,13.64,47.8
2026-09-06 10:30:35,58,2505,86.0,13.29,57.9
2026-09-06 10:30:36,57,1355,75.4,13.91,64.3
2026-09-06 10:30:37,37,3424,75.0,14.39,17.3
2026-09-06 10:30:38,103,3047,80.4,14.28,58.4
2026-09-06 10:30:39,102,1951,90.4,13.97,20.9
2026-09-06 10:30:40,24,1791,83.6,13.86,8.7
2026-09-06 10:30:41,58,2229,86.7,14.31,97.5
2026-09-06 10:30:42,68,1228,75.4,14.13,9.7
2026-09-06 10:30:43,120,3202,90.5,13.87,62.3
2026-09-06 10:30:44,59,1127,77.4,13.42,87.6
2026-09-06 10:30:45,65,1287,83.4,14.23,89.5
2026-09-06 10:30:46,100,1426,87.7,13.77,58.0
2026-09-06 10:30:47,24,2194,79.0,14.23,34.5
2026-09-06 10:30:48,0,3163,92.7,14.06,26.6
2026-09-06 10:30:49,1,3310,94.2,13.97,55.2
2026-09-06 10:30:50,117,1657,77.6,14.23,4.7
2026-09-06 10:30:51,84,2441,88.5,14.3,17.1
