vehicle_id,timestamp,parameter,value,anomaly_type,severity
VEH0026,2023-01-01 05:08:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0026,2023-01-01 04:19:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0027,2023-01-01 01:34:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0027,2023-01-01 02:36:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0027,2023-01-01 05:36:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0027,2023-01-01 04:12:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0028,2023-01-01 03:16:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0028,2023-01-01 08:15:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0028,2023-01-01 08:13:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0028,2023-01-01 10:48:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0028,2023-01-01 21:52:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0028,2023-01-01 03:51:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0028,2023-01-01 21:32:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0029,2023-01-01 03:28:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0029,2023-01-01 06:36:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0029,2023-01-01 04:10:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0029,2023-01-01 23:30:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0030,2023-01-01 00:00:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0030,2023-01-01 07:56:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0030,2023-01-01 16:48:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0030,2023-01-01 09:48:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0030,2023-01-02 09:26:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0030,2023-01-01 11:05:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0031,2023-01-01 04:39:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0031,2023-01-01 03:10:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0031,2023-01-02 04:36:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0031,2023-01-01 14:24:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0032,2023-01-01 01:10:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0032,2023-01-01 09:52:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0032,2023-01-01 19:20:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0032,2023-01-01 04:48:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0033,2023-01-02 01:04:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0033,2023-01-01 20:04:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0034,2023-01-01 01:56:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0034,2023-01-01 04:46:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0034,2023-01-01 15:52:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0034,2023-01-02 03:14:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0035,2023-01-01 01:21:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0035,2023-01-01 06:18:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0035,2023-01-01 16:28:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0035,2023-01-01 06:58:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0036,2023-01-01 00:00:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0036,2023-01-01 03:00:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0036,2023-01-01 01:40:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0036,2023-01-01 14:00:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0036,2023-01-01 19:04:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0037,2023-01-01 03:30:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0037,2023-01-01 07:09:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0037,2023-01-01 23:12:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0038,2023-01-01 01:10:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0038,2023-01-01 03:04:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0038,2023-01-01 09:48:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0038,2023-01-01 01:54:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0038,2023-01-01 12:20:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0039,2023-01-01 12:08:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0039,2023-01-01 05:45:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0039,2023-01-02 00:10:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0039,2023-01-01 03:52:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0039,2023-01-01 11:22:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0039,2023-01-01 21:20:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0039,2023-01-02 03:20:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0039,2023-01-02 02:36:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0040,2023-01-01 01:15:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0040,2023-01-01 08:00:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0040,2023-01-01 02:05:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0040,2023-01-01 05:48:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0040,2023-01-01 03:24:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0041,2023-01-01 01:48:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0041,2023-01-01 03:02:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0042,2023-01-01 01:45:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0042,2023-01-01 05:04:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0043,2023-01-01 02:48:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0043,2023-01-01 07:57:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0043,2023-01-01 14:44:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0043,2023-01-01 06:36:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0043,2023-01-02 03:52:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0043,2023-01-01 07:09:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0044,2023-01-01 01:45:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0044,2023-01-01 04:32:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0044,2023-01-01 12:36:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0044,2023-01-01 15:20:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0044,2023-01-01 12:36:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0044,2023-01-01 10:40:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0044,2023-01-02 00:22:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0045,2023-01-01 01:28:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0045,2023-01-01 02:52:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0045,2023-01-01 12:48:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0045,2023-01-01 18:12:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0045,2023-01-01 16:15:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0045,2023-01-02 04:56:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0045,2023-01-01 12:16:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 00:27:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 03:40:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 04:57:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 07:12:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 10:12:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 08:20:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 22:24:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 03:30:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-02 04:35:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 08:27:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0046,2023-01-01 18:27:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0047,2023-01-01 07:44:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0047,2023-01-01 07:12:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0047,2023-01-01 08:24:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0047,2023-01-02 04:03:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0048,2023-01-01 05:06:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0048,2023-01-01 05:42:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0048,2023-01-01 18:38:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0048,2023-01-01 11:12:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0048,2023-01-02 00:45:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0049,2023-01-01 03:37:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0049,2023-01-01 20:39:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0049,2023-01-01 10:09:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0049,2023-01-01 14:24:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
VEH0042,2023-01-01 01:45:00,abs_fault_indicator,1.0,ABS Fault,CRITICAL
